Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold463.9,sp|Q9D180|CFA57_MOUSE,Cilia- and flagella-associated protein 57 OS=Mus musculus GN=Cfap57 PE=1 SV=3,1.41E-39,GO:0003674;GO:0008150;GO:0005575,NA,NA,22.04531939,-0.417977712,0.164936269,-2.534177071,0.011271176,0.031456546,TRUE
SymbC1.scaffold4630.1,tr|A0A1Q9DKE8|A0A1Q9DKE8_SYMMI,Serine hydroxymethyltransferase OS=Symbiodinium microadriaticum GN=SHM4 PE=3 SV=1,0,GO:0006545;GO:0016740;GO:0006555;GO:0016020;GO:0008270;GO:0032259;GO:0003824;GO:0008168;GO:0016021;GO:0055114;GO:0006730;GO:0004489;GO:0004372;GO:0035999;GO:0030170,NA,NA,228.2206588,0.419254495,0.086636036,4.839262214,0.0000013,0.0000101,TRUE
SymbC1.scaffold4630.2,sp|O23254|GLYC4_ARATH,Serine hydroxymethyltransferase 4 OS=Arabidopsis thaliana GN=SHM4 PE=1 SV=1,0.00E+00,GO:0004372;GO:0007623;GO:0016020;GO:0046686;GO:0016740;GO:0005515;GO:0003824;GO:0006545;GO:0030170;GO:0005886;GO:0009506;GO:0005737;GO:0006730;GO:0005829;GO:0035999,K00600,PF00464;PF02219,170.5494784,0.293947407,0.071263201,4.124813387,0.0000371,0.000209,TRUE
SymbC1.scaffold4631.1,tr|A0A1Q9C5R2|A0A1Q9C5R2_SYMMI,Ultraviolet-B receptor UVR8 OS=Symbiodinium microadriaticum GN=UVR8 PE=4 SV=1,5.18E-22,GO:0016020;GO:0016021,NA,NA,40.75364759,0.508954301,0.127576042,3.989419117,0.0000662,0.000352,TRUE
SymbC1.scaffold4635.1,tr|A0A1Q9EP54|A0A1Q9EP54_SYMMI,Argininosuccinate synthase OS=Symbiodinium microadriaticum GN=argG PE=4 SV=1,1.76E-42,GO:0004055;GO:0006526;GO:0005524,NA,PF09844,18.10659556,0.619184229,0.175096063,3.536254432,0.000406,0.00176213,TRUE
SymbC1.scaffold464.12,tr|A0A1Q9DBD9|A0A1Q9DBD9_SYMMI,GTPase HflX OS=Symbiodinium microadriaticum GN=hflX PE=4 SV=1,2.28E-10,GO:0005525,NA,NA,1.48612688,1.349897167,0.552741602,2.442184851,0.014598669,0.039114777,TRUE
SymbC1.scaffold4641.2,tr|A0A1Q9EK69|A0A1Q9EK69_SYMMI,von Willebrand factor A domain-containing protein 8 OS=Symbiodinium microadriaticum GN=Vwa8 PE=4 SV=1,4.91E-25,GO:0005524;GO:0016021;GO:0016887;GO:0016020,NA,NA,60.79073274,1.13086195,0.119944909,9.428177963,4.17E-21,2.29E-19,TRUE
SymbC1.scaffold4642.2,tr|A0A1Q9F3L4|A0A1Q9F3L4_SYMMI;tr|A0A1Q9DRD0|A0A1Q9DRD0_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene1606 PE=4 SV=1//description2:E3 ubiquitin-protein ligase RNF12-B OS=Symbiodinium microadriaticum GN=rnf12-b PE=4 SV=1,0.000000918,GO:0016874,NA,NA,38.73898803,-1.174998013,0.161233256,-7.287566095,3.16E-13,7.05E-12,TRUE
SymbC1.scaffold4642.4,tr|A0A1Q9F7I9|A0A1Q9F7I9_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene31 PE=4 SV=1,3.72E-50,GO:0016021;GO:0016020,NA,NA,44.01256711,0.89613009,0.139765402,6.411673254,1.44E-10,2.18E-09,TRUE
SymbC1.scaffold4643.3,tr|A0A1Q9DSU0|A0A1Q9DSU0_SYMMI,Tubulin-specific chaperone C OS=Symbiodinium microadriaticum GN=TBCC PE=4 SV=1,3.66E-11,GO:0015631;GO:0007023,NA,NA,2.453293798,1.517990855,0.437220112,3.47191452,0.000517,0.0021753,TRUE
SymbC1.scaffold4643.5,sp|O74976|FAT2_SCHPO,Putative peroxisomal-coenzyme A synthetase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC1827.03c PE=1 SV=1,3.46E-74,GO:0006631;GO:0005829;GO:0005778;GO:0003824;GO:0006084;GO:0008152;GO:0005737;GO:0005777;GO:0016878;GO:0016874,NA,PF00501,225.7728112,0.529756704,0.08984968,5.896033293,3.72E-09,4.55E-08,TRUE
SymbC1.scaffold4645.1,sp|Q8GY31|CDC25_ARATH,Dual specificity phosphatase Cdc25 OS=Arabidopsis thaliana GN=CDC25 PE=1 SV=1,1.60E-10,GO:0004725;GO:0005634;GO:0008794;GO:0016491;GO:0046685;GO:0005515;GO:0035335;GO:0006470;GO:0007049;GO:0004721;GO:0046872;GO:0051301;GO:0006468;GO:0016787;GO:0009507;GO:0005739;GO:0055114,K18065,PF00581,22.99592934,-0.436630659,0.16626253,-2.626151902,0.008635627,0.025047935,TRUE
SymbC1.scaffold465.10,sp|O96423|G3PG_CRIFA,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal OS=Crithidia fasciculata GN=GAPDG PE=3 SV=3",6.47E-155,GO:0004365;GO:0051287;GO:0020015;GO:0016620;GO:0016491;GO:0005777;GO:0055114;GO:0006096;GO:0050661;GO:0006006,NA,PF02800;PF00044,175.7583186,-0.222459489,0.086516075,-2.571308169,0.010131513,0.028701647,TRUE
SymbC1.scaffold4650.1,tr|A0A1Q9D8C4|A0A1Q9D8C4_SYMMI,Phosphatidylinositol 4-phosphate 5-kinase 4 OS=Symbiodinium microadriaticum GN=PIP5K4 PE=4 SV=1,6.58E-26,GO:0016301;GO:0016310,NA,NA,19.67007933,1.319605623,0.181927511,7.253469338,4.06E-13,8.92E-12,TRUE
SymbC1.scaffold4652.2,sp|Q99NH0|ANR17_MOUSE,Ankyrin repeat domain-containing protein 17 OS=Mus musculus GN=Ankrd17 PE=1 SV=2,8.14E-13,GO:0003682;GO:0007492;GO:0001955;GO:0051151;GO:0043123;GO:1900087;GO:0005634;GO:1900245;GO:0045087;GO:0031965;GO:0003676;GO:0000785;GO:0016020;GO:0006275;GO:1900246;GO:0042742;GO:0002376;GO:0005737;GO:0003723;GO:0045787,K16726,PF13637;PF12796,159.6610583,-0.221622092,0.068681957,-3.226787665,0.001251883,0.004708994,TRUE
SymbC1.scaffold4657.1,tr|A0A1Q9EQH5|A0A1Q9EQH5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene6685 PE=4 SV=1,0,NA,NA,NA,32.55242074,3.097183458,0.230341791,13.44603357,3.25E-41,9.47E-39,TRUE
SymbC1.scaffold4659.1,sp|P34882|MTAA_SYNP2,Modification methylase AquI subunit alpha OS=Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) GN=aquIMA PE=3 SV=1,1.02E-08,GO:0032259;GO:0009307;GO:0016740;GO:0090116;GO:0003886;GO:0008168,K00558,PF00240;PF13475;PF00145;PF00078,1.489878321,2.135572303,0.695861359,3.068962339,0.002148037,0.007520869,TRUE
SymbC1.scaffold4659.3,sp|Q74MI6|EF1A_NANEQ,Elongation factor 1-alpha OS=Nanoarchaeum equitans (strain Kin4-M) GN=tuf PE=3 SV=1,9.63E-14,GO:0000166;GO:0006414;GO:0003924;GO:0005737;GO:0006412;GO:0003746;GO:0005525,K03231,NA,6.497559973,0.70424935,0.279179975,2.522563982,0.011650275,0.032332771,TRUE
SymbC1.scaffold466.3,tr|A0A1Q9E3M3|A0A1Q9E3M3_SYMMI,WD repeat-containing protein 35 OS=Symbiodinium microadriaticum GN=Wdr35 PE=4 SV=1,0.00E+00,GO:0030132;GO:0016192;GO:0005198;GO:0030130;GO:0006886,NA,NA,38.70876594,0.374720003,0.117897843,3.178344851,0.001481185,0.005446809,TRUE
SymbC1.scaffold466.5,tr|A0A1Q9F4W3|A0A1Q9F4W3_SYMMI,Putative E3 ubiquitin-protein ligase HERC1 OS=Symbiodinium microadriaticum GN=HERC1 PE=4 SV=1,1.76E-15,GO:0016874,NA,NA,23.8838734,-0.585100347,0.14961831,-3.910619939,0.0000921,0.000471,TRUE
SymbC1.scaffold466.6,sp|B8HXV0|RF1_CYAP4,Peptide chain release factor 1 OS=Cyanothece sp. (strain PCC 7425 / ATCC 29141) GN=prfA PE=3 SV=1,1.72E-98,GO:0006415;GO:0016149;GO:0003747;GO:0006412;GO:0005737,K02835,PF00472;PF03462,83.84027708,0.322704744,0.086462922,3.732290511,0.00019,0.000899,TRUE
SymbC1.scaffold4660.2,tr|A0A1Q9D6R0|A0A1Q9D6R0_SYMMI,LINE-1 retrotransposable element ORF2 protein OS=Symbiodinium microadriaticum GN=Pol PE=4 SV=1,2.63E-90,GO:0015074;GO:0006310;GO:0003677,NA,NA,8.090546718,0.748200861,0.256640395,2.915366694,0.003552708,0.011660261,TRUE
SymbC1.scaffold4660.6,tr|A0A0S3UCW3|A0A0S3UCW3_9CYAN;tr|A0A102IC10|A0A102IC10_9BURK,description1:Uncharacterized protein OS=Leptolyngbya sp. NIES-3755 GN=LEP3755_59270 PE=4 SV=1//description2:Carboxymethylenebutenolidase OS=Burkholderia territorii GN=WT83_11290 PE=4 SV=1,8.78E-57,GO:0016787,K01061,NA,30.98631172,0.345684969,0.127589052,2.709362318,0.006741268,0.020193507,TRUE
SymbC1.scaffold4664.3,sp|P9WLZ3|Y1367_MYCTU,Uncharacterized protein Rv1367c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=Rv1367c PE=1 SV=2,4.50E-30,GO:0005886,NA,PF00144,15.04068197,-0.851146428,0.192620985,-4.418762719,0.00000993,0.0000636,TRUE
SymbC1.scaffold4666.6,tr|A0A1Q9DQM9|A0A1Q9DQM9_SYMMI;tr|A0A1Q9CKA2|A0A1Q9CKA2_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene20201 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene35879 PE=4 SV=1,5.39E-29,GO:0016021;GO:0016020,NA,PF04142,30.43134302,0.710739933,0.148823962,4.775708976,0.00000179,0.0000134,TRUE
SymbC1.scaffold4671.2,tr|A0A1Q9C936|A0A1Q9C936_SYMMI,rRNA biogenesis protein rrp5 OS=Symbiodinium microadriaticum GN=rrp5 PE=4 SV=1,9.35E-123,GO:0046872;GO:0015074;GO:0003676;GO:0008270,NA,NA,6.427220029,0.956093243,0.292828978,3.265022635,0.001094553,0.004176846,TRUE
SymbC1.scaffold4671.3,tr|A0A1Q9EX51|A0A1Q9EX51_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4139 PE=4 SV=1,1.15E-47,GO:0016020;GO:0016021,NA,NA,16.99174758,0.838211588,0.18176475,4.611518952,0.000004,0.0000279,TRUE
SymbC1.scaffold4671.4,sp|A8MWK0|FS2P1_HUMAN,Putative fatty acid desaturase 2-like protein FADS2P1 OS=Homo sapiens GN=FADS2P1 PE=5 SV=2,0.000000199,GO:0005783;GO:0055114;GO:0016020;GO:0006636;GO:0016491;GO:0005789;GO:0006631;GO:0006629;GO:0016021;GO:0046872;GO:0006633,NA,PF00487,205.4677108,-0.546238899,0.07867856,-6.942665221,3.85E-12,7.31E-11,TRUE
SymbC1.scaffold4673.1,sp|Q9LHD2|GATLA_ARATH,Probable galacturonosyltransferase-like 10 OS=Arabidopsis thaliana GN=GATL10 PE=2 SV=1,4.15E-16,GO:0016021;GO:0005794;GO:0000139;GO:0047262;GO:0016740;GO:0045489;GO:0071555;GO:0000271;GO:0016757;GO:0016020;GO:0006979,NA,PF01501;PF00520,140.7668724,0.421523988,0.069342627,6.07885805,1.21E-09,0.000000016,TRUE
SymbC1.scaffold4673.2,tr|A0A1Q9CV88|A0A1Q9CV88_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32003 PE=4 SV=1,4.10E-111,GO:0006464,NA,PF03133,53.9973096,0.452602777,0.130843372,3.459118861,0.000542,0.002267812,TRUE
SymbC1.scaffold4673.3,sp|P00569|KAD1_RABIT,Adenylate kinase isoenzyme 1 OS=Oryctolagus cuniculus GN=AK1 PE=1 SV=1,1.06E-46,GO:0016301;GO:0005737;GO:0016310;GO:0004017;GO:0006139;GO:0005524;GO:0006165;GO:0009142;GO:0004550;GO:0046034;GO:0019205;GO:0016740;GO:0000166,NA,PF00406;PF00334,47.52429778,-0.499364585,0.190946283,-2.615209778,0.008917267,0.025747476,TRUE
SymbC1.scaffold4675.1,sp|P87114|FFT1_SCHPO,ATP-dependent helicase fft1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=fft1 PE=3 SV=1,1.64E-61,GO:0032508;GO:0070869;GO:0005524;GO:0006338;GO:0016569;GO:0004003;GO:0003677;GO:0005634;GO:0004386;GO:0000166;GO:0016787;GO:0000790,K14439,PF00176;PF00271,69.77242014,0.457321634,0.090122455,5.074447133,0.000000389,0.00000331,TRUE
SymbC1.scaffold4675.4,tr|A0A1Q9DNE1|A0A1Q9DNE1_SYMMI,Voltage-dependent T-type calcium channel subunit alpha-1H OS=Symbiodinium microadriaticum GN=Cacna1h PE=4 SV=1,3.41E-16,GO:0005216;GO:0005509;GO:0016021;GO:0034220;GO:0006811;GO:0055085;GO:0016020,NA,NA,16.06910253,-1.108350739,0.211717119,-5.235054891,0.000000165,0.00000151,TRUE
SymbC1.scaffold4677.3,sp|Q54LN4|GGHA_DICDI,Gamma-glutamyl hydrolase A OS=Dictyostelium discoideum GN=gghA PE=3 SV=1,8.06E-67,GO:0005773;GO:0005576;GO:0016787;GO:0006508;GO:0005618;GO:0034722;GO:0005615;GO:0046900;GO:0008242,K01307,PF07722,37.84062827,0.568773739,0.163317755,3.482620369,0.000497,0.002102286,TRUE
SymbC1.scaffold4679.2,tr|A0A1Q9DMF8|A0A1Q9DMF8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene21433 PE=4 SV=1,0.00E+00,GO:0016021;GO:0005524;GO:0004672;GO:0006468;GO:0016020;GO:0005634,NA,NA,21.65054956,0.922202286,0.19015612,4.849711313,0.00000124,0.00000961,TRUE
SymbC1.scaffold468.10,tr|A0A1Q9ESH7|A0A1Q9ESH7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene5944 PE=4 SV=1,0.00E+00,GO:0016020;GO:0016021,NA,PF08507,119.6508136,-0.29305351,0.086572351,-3.38507047,0.000712,0.002875613,TRUE
SymbC1.scaffold468.5,tr|A0A1Q9DF26|A0A1Q9DF26_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene24246 PE=4 SV=1,9.80E-123,GO:0016020;GO:0016021,NA,PF00892,22.86295764,1.253764901,0.148216962,8.458983942,2.7E-17,9.73E-16,TRUE
SymbC1.scaffold468.6,tr|A0A1Q9DF63|A0A1Q9DF63_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene24243 PE=4 SV=1,7.42E-26,GO:0015074;GO:0055114;GO:0003676;GO:0008677;GO:0008270,NA,NA,0.959423483,2.978805974,0.803183831,3.708747438,0.000208,0.000977,TRUE
SymbC1.scaffold468.7,sp|Q987N5|PANE_RHILO,Putative 2-dehydropantoate 2-reductase OS=Rhizobium loti (strain MAFF303099) GN=mll6982 PE=3 SV=1,1.70E-19,GO:0005737;GO:0055114;GO:0015940;GO:0008677;GO:0050661;GO:0016491,K00077,PF02558;PF08546,216.0928107,-0.650285955,0.118748687,-5.476152785,4.35E-08,0.000000443,TRUE
SymbC1.scaffold468.9,sp|B5TYT3|CSCL7_ARATH,CSC1-like protein At1g11960 OS=Arabidopsis thaliana GN=At1g11960 PE=2 SV=1,1.68E-15,GO:0016020;GO:0006811;GO:0006810;GO:0005886;GO:0016021,NA,PF13967;PF14703;PF02714,93.28233025,0.286257578,0.102392459,2.795690032,0.005178904,0.016100568,TRUE
SymbC1.scaffold4680.2,tr|A0A1Q9DV65|A0A1Q9DV65_SYMMI,SPX domain-containing membrane protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18464 PE=4 SV=1,1.55E-33,GO:0016021;GO:0055085;GO:0016020,NA,NA,14.27879244,0.768946959,0.205252101,3.74635366,0.000179,0.000855,TRUE
SymbC1.scaffold4680.4,tr|A0A1Q9CKI1|A0A1Q9CKI1_SYMMI,Histone H3-like centromeric protein cpar-1 OS=Symbiodinium microadriaticum GN=cpar-1 PE=3 SV=1,2.15E-59,GO:0005694;GO:0000786;GO:0046982;GO:0003677;GO:0005634,NA,NA,17.45948372,-1.054179098,0.217656969,-4.843305047,0.00000128,0.00000989,TRUE
SymbC1.scaffold4681.1,tr|R1BUE9|R1BUE9_EMIHU;tr|A0A1Q9EMC1|A0A1Q9EMC1_SYMMI,description1:Uncharacterized protein OS=Emiliania huxleyi GN=EMIHUDRAFT_119857 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene7954 PE=4 SV=1,2.43E-16,GO:0003723,NA,NA,16.32015445,0.496055989,0.178434292,2.78004851,0.005435078,0.016802933,TRUE
SymbC1.scaffold4686.3,tr|A0A1Q9CPA1|A0A1Q9CPA1_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene34342 PE=4 SV=1,1.35E-16,GO:0016021;GO:0016020,NA,NA,9.705910326,2.808999902,0.53201621,5.279914129,0.000000129,0.00000121,TRUE
SymbC1.scaffold4689.1,sp|Q3KQB6|CTL2B_XENLA,CTD small phosphatase-like protein 2-B OS=Xenopus laevis GN=ctdspl2-b PE=2 SV=1,5.15E-34,GO:0016787;GO:0004721;GO:0016791;GO:0016311;GO:0006470,K17616,PF00644;PF00569;PF03031,156.4132379,-0.252478825,0.076144498,-3.31578553,0.000914,0.003573487,TRUE
SymbC1.scaffold469.10,sp|P51644|ARF4_XENLA,ADP-ribosylation factor 4 OS=Xenopus laevis GN=arf4 PE=1 SV=2,5.48E-25,GO:0000166;GO:0005515;GO:0006810;GO:0007264;GO:0005794;GO:0015031;GO:0016192;GO:0005622;GO:0005525,K07939,PF00025;PF00535,223.5124165,-0.587361781,0.092634495,-6.340637774,2.29E-10,3.35E-09,TRUE
SymbC1.scaffold4690.1,sp|Q91YR5|MET13_MOUSE,Methyltransferase-like protein 13 OS=Mus musculus GN=Mettl13 PE=1 SV=1,6.61E-19,GO:0005575;GO:0008152;GO:0032259;GO:0003674;GO:0008150;GO:0008168;GO:0016740,NA,PF08241,85.32239556,-0.352636674,0.087202034,-4.043904217,0.0000526,0.000286,TRUE
SymbC1.scaffold4690.2,sp|Q7G192|ALDO2_ARATH,Indole-3-acetaldehyde oxidase OS=Arabidopsis thaliana GN=AAO2 PE=1 SV=2,2.17E-53,GO:0009851;GO:0005829;GO:0004031;GO:0009055;GO:0016491;GO:0051537;GO:0046872;GO:0051536;GO:0050660;GO:0009688;GO:0005737;GO:0003824;GO:0005506;GO:0050302;GO:0016614;GO:0055114,K11817,PF02738,55.09384991,0.460586668,0.117786904,3.910338505,0.0000922,0.000472,TRUE
SymbC1.scaffold4695.1,sp|Q8GTR4|PULA1_ARATH,"Pullulanase 1, chloroplastic OS=Arabidopsis thaliana GN=PU1 PE=1 SV=2",0,GO:0004553;GO:0016798;GO:0008152;GO:0005983;GO:0010303;GO:0009536;GO:0051060;GO:0009507;GO:0016787;GO:0019252;GO:0009570;GO:0005975,NA,PF02922,14.42714534,0.762160133,0.228217495,3.339621858,0.000839,0.003320545,TRUE
SymbC1.scaffold4695.2,tr|A0A1Q9ETX2|A0A1Q9ETX2_SYMMI,Histidinol-phosphate aminotransferase 2 OS=Symbiodinium microadriaticum GN=hisC2 PE=4 SV=1,1.79E-39,GO:0030170;GO:0009058;GO:0003824;GO:0016740;GO:0008483,NA,PF13532,7.000232019,-0.662725896,0.27527398,-2.407513763,0.016061557,0.042362924,TRUE
SymbC1.scaffold4696.1,sp|P93101|CDC2_OXYRB,Cell division control protein 2 homolog OS=Oxybasis rubra GN=CDC2 PE=2 SV=1,3.93E-10,GO:0004693;GO:0007049;GO:0005524;GO:0051726;GO:0004674;GO:0016310;GO:0016301;GO:0051301;GO:0008353;GO:0006468;GO:0016740;GO:0000166;GO:0004672,NA,PF00069,49.85919535,2.111042968,0.126898059,16.63573877,3.84E-62,3.09E-59,TRUE
SymbC1.scaffold4698.3,sp|Q5R834|FACR1_PONAB,Fatty acyl-CoA reductase 1 OS=Pongo abelii GN=FAR1 PE=2 SV=1,8.92E-27,GO:0005778;GO:0080019;GO:0005779;GO:0016491;GO:0046474;GO:0008611;GO:0035336;GO:0006629;GO:0016021;GO:0055114;GO:0016020;GO:0005777;GO:0010025,K13356,PF07993,19.47215999,1.305169706,0.211763251,6.163343727,7.12E-10,9.72E-09,TRUE
SymbC1.scaffold470.6,sp|O31853|YOJK_BACSU,Uncharacterized UDP-glucosyltransferase YojK OS=Bacillus subtilis (strain 168) GN=yojK PE=3 SV=2,1.55E-19,GO:0016758;GO:0043231;GO:0008194;GO:0016999;GO:0016740;GO:0016757;GO:0008152,NA,PF00201,57.32369191,-0.321537798,0.105179252,-3.057045865,0.002235301,0.007784345,TRUE
SymbC1.scaffold4704.1,tr|A0A1Q9CCV7|A0A1Q9CCV7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene38770 PE=4 SV=1,1.13E-68,GO:0016020;GO:0016021;GO:0005509,NA,PF00188,86.4189103,0.486538333,0.094339661,5.157304256,0.000000251,0.00000223,TRUE
SymbC1.scaffold4704.2,sp|F4J8C6|VIP1L_ARATH,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1 OS=Arabidopsis thaliana GN=VIP1 PE=1 SV=1,3.96E-28,GO:0005886;GO:0016310;GO:0006020;GO:0009861;GO:1904966;GO:0005524;GO:0005829;GO:0016311;GO:0032958;GO:0052723;GO:0000166;GO:0016740;GO:0000828;GO:0000829;GO:0016301;GO:0005737;GO:0052724;GO:1905036;GO:0000832;GO:0033857;GO:0009817;GO:1900367;GO:0006952;GO:0003993,NA,PF08719;PF00328,86.68383546,0.678856015,0.106237275,6.389998374,1.66E-10,2.48E-09,TRUE
SymbC1.scaffold4705.3,sp|D3KCC4|CRNS1_CHICK,Carnosine synthase 1 OS=Gallus gallus GN=CARNS1 PE=1 SV=1,4.49E-42,GO:0016874;GO:0035499;GO:0000166;GO:0005575;GO:0102102;GO:0047730;GO:0046872;GO:0016887;GO:0005524,K14755,PF13535,62.9149579,-0.351660188,0.115456174,-3.045832687,0.002320369,0.008042177,TRUE
SymbC1.scaffold4706.1,tr|A0A1Q9EV49|A0A1Q9EV49_SYMMI;tr|A0A1Q9DKT7|A0A1Q9DKT7_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4849 PE=4 SV=1//description2:Crooked neck-like protein 1 OS=Symbiodinium microadriaticum GN=Crnkl1 PE=4 SV=1,3.03E-27,GO:0016020;GO:0006396;GO:0016021,NA,NA,6.855360996,-4.619243983,0.694655172,-6.649693505,2.94E-11,4.95E-10,TRUE
SymbC1.scaffold4706.3,tr|A0A1Q9EV49|A0A1Q9EV49_SYMMI;tr|A0A1Q9DKT7|A0A1Q9DKT7_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene4849 PE=4 SV=1//description2:Crooked neck-like protein 1 OS=Symbiodinium microadriaticum GN=Crnkl1 PE=4 SV=1,8.55E-44,GO:0016020;GO:0016021;GO:0006396,NA,NA,7.362844279,-4.643224197,0.598186119,-7.762173095,8.35E-15,2.29E-13,TRUE
SymbC1.scaffold4707.2,sp|Q3EAQ5|PTR36_ARATH,Probable peptide/nitrate transporter At3g43790 OS=Arabidopsis thaliana GN=ZIFL2 PE=2 SV=2,7.67E-25,GO:0022821;GO:0016021;GO:0005886;GO:0090333;GO:0009624;GO:0055085;GO:0071805;GO:0006810;GO:0016020;GO:0009705,NA,PF07690,58.04375643,1.13433206,0.109004248,10.40631061,2.32E-25,1.93E-23,TRUE
SymbC1.scaffold4707.4,tr|A0A1Q9F5K4|A0A1Q9F5K4_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene880 PE=4 SV=1,1.44E-42,GO:0070701,NA,NA,68.70153028,0.556763338,0.114470974,4.863794907,0.00000115,0.00000902,TRUE
SymbC1.scaffold4707.5,tr|A0A1Q9DHF2|A0A1Q9DHF2_SYMMI;tr|A0A1Q9C621|A0A1Q9C621_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene23330 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene41490 PE=4 SV=1,3.38E-54,GO:0046872,NA,NA,39.48657869,0.419749722,0.128210265,3.27391665,0.001060679,0.004068494,TRUE
SymbC1.scaffold4707.7,sp|Q9VBP3|TNKS_DROME,Tankyrase OS=Drosophila melanogaster GN=Tnks PE=1 SV=1,2.29E-08,GO:0046872;GO:0035220;GO:0060070;GO:0016055;GO:0070212;GO:0090364;GO:0045862;GO:0003950;GO:0051225;GO:0006471;GO:0032212;GO:0022416;GO:0016757;GO:0097110;GO:0005515;GO:0016740,K10799,PF00644,74.58392696,0.229371064,0.090914794,2.522923419,0.011638374,0.032311274,TRUE
SymbC1.scaffold4710.3,sp|Q8YRI1|YY46_NOSS1;sp|Q8YTC2|Y2800_NOSS1,description1:Uncharacterized WD repeat-containing protein alr3466 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) GN=alr3466 PE=4 SV=1//description2:Uncharacterized WD repeat-containing protein alr2800 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) GN=alr2800 PE=4 SV=1,3.13E-21,GO:0043531,NA,NA,5.105396659,0.716119977,0.297977791,2.403266281,0.01624935,0.042780848,TRUE
SymbC1.scaffold4711.1,tr|A0A1Q9EQN3|A0A1Q9EQN3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene6637 PE=4 SV=1,4.45E-08,GO:0016021;GO:0016020,NA,NA,2.57888417,4.87720845,0.702340728,6.94421989,3.81E-12,7.24E-11,TRUE
SymbC1.scaffold4714.1,sp|P59511|ATS20_MOUSE,A disintegrin and metalloproteinase with thrombospondin motifs 20 OS=Mus musculus GN=Adamts20 PE=2 SV=2,3.52E-08,GO:0048070;GO:0008237;GO:0016787;GO:0043066;GO:0009967;GO:0046872;GO:0005576;GO:0030198;GO:0045636;GO:0004222;GO:0006508;GO:0004175;GO:0008233;GO:0005615;GO:0008270;GO:0005578,K09609,NA,151.1650467,0.937391929,0.095886649,9.776042248,1.43E-22,9.09E-21,TRUE
SymbC1.scaffold4715.3,sp|P30044|PRDX5_HUMAN,"Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4",3.72E-13,GO:0043066;GO:0005737;GO:0043027;GO:0060785;GO:0032967;GO:0051354;GO:0005102;GO:0043154;GO:0046983;GO:0072541;GO:0031410;GO:0005829;GO:0045454;GO:0006954;GO:0070995;GO:0005777;GO:0043231;GO:0098869;GO:0042744;GO:0005782;GO:2001057;GO:0005759;GO:0055114;GO:0005739;GO:0006979;GO:0051920;GO:0016209;GO:0016491;GO:0016480;GO:0005634;GO:0001016;GO:0004601;GO:0005615;GO:0034599;GO:0008379;GO:0006915;GO:0034614;GO:0070062;GO:0048471,K11187,PF08534,76.13458809,0.663487418,0.120631991,5.500095069,0.000000038,0.000000391,TRUE
