Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,Hw1-1a,Hw1-1b,Hw1-1c,Hw1-4a,Hw1-4b,Hw1-4c,Hw1-5a,Hw1-5b,Hw1-5c,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-1a,Hw2-1b,Hw2-1c,Hw2-4a,Hw2-4b,Hw2-4c,Hw2-5a,Hw2-5b,Hw2-5c,Hw2-6b,Hw2-6c,Wt1-1a,Wt1-1b,Wt1-1c,Wt1-4a,Wt1-4b,Wt1-4c,Wt1-5a,Wt1-5b,Wt1-5c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-1a,Wt2-1b,Wt2-1c,Wt2-4a,Wt2-4b,Wt2-4c,Wt2-5a,Wt2-5b,Wt2-5c,Wt2-6a,Wt2-6b,Wt2-6c
SymbC1.scaffold5044.2,tr|A0A1Q9C7W9|A0A1Q9C7W9_SYMMI,Transcription elongation factor A protein 2 OS=Symbiodinium microadriaticum GN=TCEA2 PE=4 SV=1,1.53E-21,GO:0006351;GO:0016020;GO:0005216;GO:0055085;GO:0005634;GO:0003746;GO:0006414;GO:0005509;GO:0006811;GO:0034220;GO:0016021,NA,PF07500;PF08711,3.455827089,1.819247295,0.387213078,4.698310568,0.00000262,0.0000189,TRUE,2,2,0,2,2,3,1,3,0,2,6,3,5,1,2,2,3,2,2,0,0,2,3,1,3,0,4,3,13,1,2,9,5,7,6,9,3,3,9,7,9,2,2,0,8,9,4
SymbC1.scaffold5047.1,sp|Q9FYE5|UUAT1_ARATH,UDP-URONIC ACID TRANSPORTER 1 OS=Arabidopsis thaliana GN=UUAT1 PE=1 SV=1,2.62E-29,GO:0016021;GO:0005794;GO:0000139;GO:0048359;GO:0008643;GO:0015780;GO:0006810;GO:0016020,NA,PF03151,25.31651444,0.783152662,0.159869642,4.898695285,0.000000965,0.00000766,TRUE,12,14,14,25,23,9,33,18,33,34,47,38,26,23,14,25,14,18,46,63,17,45,27,19,28,19,22,21,67,22,39,36,26,20,34,34,4,11,26,32,70,21,28,10,27,56,19
SymbC1.scaffold5048.2,tr|A0A1Q9DCP9|A0A1Q9DCP9_SYMMI;tr|A0A1Q9D256|A0A1Q9D256_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25156 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene29307 PE=4 SV=1,3.77E-17,GO:0006811;GO:0016021;GO:0034220;GO:0005216;GO:0016020;GO:0055085,NA,NA,44.27139709,-1.429348335,0.146470548,-9.758605773,1.69E-22,1.08E-20,TRUE,38,53,52,99,70,50,99,104,186,167,177,202,33,42,18,91,56,54,96,82,70,81,130,15,14,11,24,23,35,13,35,41,28,61,26,55,9,3,26,11,57,10,20,16,31,53,17
SymbC1.scaffold5049.3,tr|A0A1Q9C6X3|A0A1Q9C6X3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene41109 PE=4 SV=1,5.87E-32,GO:0016787,NA,PF00293,20.38457962,-0.531909811,0.173498624,-3.065786917,0.00217098,0.007592083,TRUE,24,28,24,24,23,23,37,30,42,49,43,42,36,13,19,45,17,23,33,43,29,38,45,9,12,18,12,17,27,4,18,19,7,20,20,45,1,6,4,13,29,7,9,7,20,34,14
SymbC1.scaffold5049.5,sp|Q08168|HRP_PLABE,58 kDa phosphoprotein OS=Plasmodium berghei PE=1 SV=1,3.09E-26,GO:0046983;GO:0005737,NA,NA,60.50038741,-0.277083816,0.10811943,-2.56275691,0.010384473,0.029332772,TRUE,52,38,48,49,44,37,143,54,157,185,181,167,68,40,26,95,63,67,152,191,67,159,156,18,45,27,45,42,100,41,69,102,79,115,63,62,5,14,35,34,87,29,47,25,81,140,35
SymbC1.scaffold5049.7,sp|O13870|NOT3_SCHPO,General negative regulator of transcription subunit 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=not3 PE=1 SV=2,1.16E-67,GO:0000932;GO:0005634;GO:0005737;GO:0005829;GO:0017148;GO:0006355;GO:0030015;GO:0006357;GO:0000289;GO:0030014;GO:0005515;GO:0006351,K12580,PF04153;PF04065,74.8965702,-0.355476948,0.111301469,-3.1938208,0.001404032,0.005206237,TRUE,40,62,95,116,98,69,139,112,142,178,212,163,87,59,34,120,104,82,145,116,86,122,136,29,72,33,73,61,145,30,70,110,65,85,80,80,19,22,36,55,110,39,62,35,84,164,33
SymbC1.scaffold505.2,sp|Q9SR00|PP213_ARATH,"Pentatricopeptide repeat-containing protein At3g04760, chloroplastic OS=Arabidopsis thaliana GN=At3g04760 PE=2 SV=1",1.30E-24,GO:0009536;GO:0009451;GO:0003723;GO:0043231;GO:0004519;GO:0090305;GO:0009507,NA,PF13812;PF13041,80.18186556,0.570889459,0.090555413,6.304310677,2.89E-10,4.18E-09,TRUE,19,34,53,96,72,61,83,88,143,123,167,184,53,32,28,131,91,78,169,145,63,122,152,21,71,36,82,79,198,54,91,144,106,145,101,70,30,45,100,81,233,53,61,27,108,206,75
SymbC1.scaffold5050.6,tr|A0A1Q9D1F6|A0A1Q9D1F6_SYMMI,Calcium-binding protein 8 OS=Symbiodinium microadriaticum GN=Caln1 PE=4 SV=1,2.56E-38,GO:0016020;GO:0016021;GO:0005509,NA,NA,14.19756368,-0.677298888,0.178859568,-3.786763524,0.000153,0.000739,TRUE,9,14,26,26,20,12,39,18,43,44,55,56,11,3,3,15,8,15,29,22,21,18,25,9,11,8,13,9,26,10,12,18,6,10,13,16,3,1,12,14,34,2,7,6,13,27,14
SymbC1.scaffold5051.1,tr|A0A1Q9DWL2|A0A1Q9DWL2_SYMMI,tRNA pseudouridine synthase C OS=Symbiodinium microadriaticum GN=truC PE=4 SV=1,6.78E-71,GO:0001522;GO:0003723;GO:0009451;GO:0009982,NA,NA,59.58940516,0.242494438,0.100602809,2.410414178,0.01593442,0.04209899,TRUE,16,28,53,74,59,50,78,58,103,96,132,125,60,39,22,129,101,80,139,130,70,114,160,24,39,25,56,49,121,34,59,82,51,101,61,67,20,17,55,66,100,27,42,47,66,114,40
SymbC1.scaffold5053.3,sp|Q8BZZ3|WWP1_MOUSE,NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Mus musculus GN=Wwp1 PE=1 SV=2,0.00000115,GO:0005515;GO:0006511;GO:0016740;GO:0043161;GO:0045892;GO:0070062;GO:0042787;GO:0030324;GO:0004842;GO:0005886;GO:0005634;GO:0016567;GO:0016020;GO:0061630;GO:0030217;GO:0005737,K05633,PF00397,7.894539836,-0.716920926,0.300279988,-2.38750817,0.016963026,0.044336194,TRUE,4,7,5,10,9,4,12,4,15,21,17,16,13,10,6,27,16,15,29,51,4,25,40,2,4,2,4,2,23,5,5,9,6,15,4,12,1,0,5,3,4,3,1,4,2,8,5
SymbC1.scaffold5055.1,tr|A0A1Q9D1E5|A0A1Q9D1E5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene29577 PE=4 SV=1,5.78E-108,GO:0016021;GO:0016020,NA,PF13517,19.53717034,0.781381615,0.196782656,3.970784974,0.0000716,0.000377,TRUE,6,10,19,17,7,15,20,22,41,36,40,33,8,4,5,17,15,9,27,24,22,24,12,9,31,13,28,28,48,20,10,27,13,16,20,36,12,11,20,35,54,5,12,13,25,48,23
SymbC1.scaffold506.12,sp|P45192|PSTS_HAEIN,Phosphate-binding protein PstS OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=pstS PE=3 SV=1,5.1E-27,GO:0042301;GO:0006817;GO:0006810;GO:0035435;GO:0043190;GO:0042597,K02040,PF12849,118.1746278,0.312418042,0.10063221,3.104553137,0.001905667,0.006796989,TRUE,41,73,87,141,108,94,98,113,272,210,248,260,118,54,49,221,160,166,262,219,120,220,336,33,101,32,120,109,316,65,117,153,167,238,157,103,26,46,135,63,273,46,73,74,178,344,103
SymbC1.scaffold506.13,sp|P45192|PSTS_HAEIN,Phosphate-binding protein PstS OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=pstS PE=3 SV=1,4.47E-23,GO:0042301;GO:0006817;GO:0006810;GO:0035435;GO:0042597;GO:0043190,K02040,PF12849,12.52818027,0.501724649,0.209790193,2.391554356,0.016777199,0.043967118,TRUE,5,9,10,17,5,7,10,7,28,19,29,32,16,3,3,19,10,13,31,26,8,21,21,4,21,9,16,13,44,9,7,12,12,22,7,12,8,7,12,17,37,6,6,1,15,42,9
SymbC1.scaffold506.6,tr|A0A1Q9DNJ1|A0A1Q9DNJ1_SYMMI,PHD and RING finger domain-containing protein 1 OS=Symbiodinium microadriaticum GN=Phrf1 PE=4 SV=1,4.08E-22,GO:0046872,NA,PF00628,20.52259665,1.355243824,0.211529719,6.40687196,1.49E-10,2.25E-09,TRUE,11,5,7,9,8,6,11,15,26,20,17,21,14,7,9,26,12,12,24,31,16,25,36,18,39,25,34,31,62,9,30,47,24,23,43,14,9,12,12,15,33,16,23,4,31,78,16
SymbC1.scaffold5061.3,tr|A0A1Q9E4G8|A0A1Q9E4G8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene14886 PE=4 SV=1,1.40E-40,GO:0016021;GO:0016020,NA,NA,99.91818047,0.25770907,0.0932865,2.762554822,0.005735093,0.017567487,TRUE,62,64,89,85,81,70,165,145,225,205,216,201,105,69,48,108,85,73,204,171,114,190,196,56,93,63,63,54,175,41,115,156,94,158,99,152,33,47,73,128,192,65,80,59,93,196,71
SymbC1.scaffold5061.4,tr|A0A1Q9E4C1|A0A1Q9E4C1_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene14888 PE=4 SV=1,2.7E-31,NA,NA,NA,55.93164756,0.346981952,0.135995288,2.551426285,0.010728302,0.0301325,TRUE,63,50,45,55,52,51,57,59,127,92,81,94,45,23,23,66,51,38,65,73,28,57,72,39,64,31,56,64,159,59,44,55,44,71,69,51,17,29,69,66,172,14,32,27,78,162,53
SymbC1.scaffold5061.6,tr|A0A1Q9E4C1|A0A1Q9E4C1_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene14888 PE=4 SV=1,5.15E-46,NA,NA,NA,29.08035495,1.217496046,0.236802689,5.141394511,0.000000273,0.00000239,TRUE,10,9,26,32,15,14,32,20,42,53,49,48,15,9,3,13,11,15,25,24,14,35,18,17,40,15,43,38,93,35,15,16,14,14,34,26,15,25,75,66,112,9,10,14,52,119,43
SymbC1.scaffold507.2,tr|A0A1Q9C2C2|A0A1Q9C2C2_SYMMI;tr|A0A1Q9ENT8|A0A1Q9ENT8_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene42941 PE=4 SV=1//description2:Phosphodiesterase OS=Symbiodinium microadriaticum GN=dnc PE=3 SV=1,4.07E-117,GO:0046872;GO:0016021;GO:0004114;GO:0007165;GO:0016020;GO:0008081;GO:0016787,NA,NA,41.82573525,0.739877467,0.131723619,5.61689293,1.94E-08,0.000000209,TRUE,27,34,31,38,25,15,43,48,62,67,64,61,33,18,17,49,41,22,67,76,33,38,62,21,60,31,42,43,105,31,51,86,48,44,39,31,14,35,43,51,88,25,33,23,53,121,38
SymbC1.scaffold507.4,tr|A0A1Q9DT60|A0A1Q9DT60_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene19193 PE=4 SV=1,7.34E-08,GO:0016020;GO:0016021,NA,NA,12.36434602,-0.89255379,0.202408993,-4.409654809,0.0000104,0.000066,TRUE,10,19,11,22,12,11,36,14,26,37,43,48,16,9,15,18,15,15,35,33,11,26,31,1,9,2,3,5,13,8,11,14,9,14,11,10,1,7,7,9,19,3,8,7,8,15,4
SymbC1.scaffold507.5,tr|A0A1Q9DT81|A0A1Q9DT81_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene19195 PE=4 SV=1,7.97E-26,GO:0005509,NA,PF13499,13.70550662,-0.896702118,0.190943239,-4.696171075,0.00000265,0.0000191,TRUE,11,17,13,24,12,14,33,10,43,41,42,44,15,11,11,27,20,14,32,38,15,34,39,1,14,6,11,6,26,9,16,7,11,24,10,16,2,3,2,7,17,6,9,5,10,25,4
SymbC1.scaffold507.6,tr|A0A1Q9D3A3|A0A1Q9D3A3_SYMMI;tr|A0A1Q9C4C2|A0A1Q9C4C2_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene28843 PE=4 SV=1//description2:Putative mitochondrial 2-oxodicarboxylate carrier OS=Symbiodinium microadriaticum GN=SPAC328.09 PE=3 SV=1,0.00E+00,GO:0016021;GO:0016020;GO:0006810,NA,PF06863;PF06742,71.16463659,-0.666179432,0.152831057,-4.358927064,0.0000131,0.0000816,TRUE,60,85,93,99,63,61,120,96,179,183,224,202,138,76,54,160,129,92,223,195,127,211,223,8,22,15,17,23,63,25,37,65,35,134,47,107,7,28,50,49,106,22,34,37,34,84,29
SymbC1.scaffold507.8,sp|Q9NZJ4|SACS_HUMAN,Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2,0.00000126,GO:0005739;GO:0070852;GO:0030544;GO:0030424;GO:0090084;GO:0005634;GO:0070628;GO:0005737;GO:0006457;GO:0051087;GO:0030425,K17592,PF05168,6.353336917,0.674335073,0.285058355,2.365603613,0.018000706,0.046552964,TRUE,0,6,3,7,8,1,8,4,9,3,10,11,5,1,6,5,10,5,6,4,7,7,11,2,13,8,11,7,24,3,3,5,10,11,6,6,4,4,8,6,19,3,4,0,5,18,4
SymbC1.scaffold507.9,sp|Q00975|CAC1B_HUMAN,Voltage-dependent N-type calcium channel subunit alpha-1B OS=Homo sapiens GN=CACNA1B PE=1 SV=1,1.77E-11,GO:0006810;GO:0016020;GO:0006811;GO:0008022;GO:0098793;GO:0051899;GO:0070588;GO:0006816;GO:0016021;GO:0005515;GO:0008217;GO:0086010;GO:0007268;GO:0034765;GO:0008016;GO:0005891;GO:0007626;GO:0005216;GO:0051924;GO:0048265;GO:0005262;GO:0030425;GO:0043025;GO:0046872;GO:0005244;GO:0055085;GO:0000166;GO:0005886;GO:0005245;GO:0005509;GO:0007269;GO:0008331;GO:0005524,K04849,PF00520,75.63848041,1.307444377,0.130761937,9.998661728,1.54E-23,1.05E-21,TRUE,13,26,38,57,40,29,54,89,108,85,121,104,48,37,15,99,59,53,128,115,71,113,121,46,88,56,52,63,183,62,114,173,107,83,92,122,32,38,84,140,241,56,77,28,113,191,69
SymbC1.scaffold5070.2,tr|A0A1Q9CFQ1|A0A1Q9CFQ1_SYMMI;tr|A0A1Q9DYR7|A0A1Q9DYR7_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene37669 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene16993 PE=4 SV=1,2.16E-22,GO:0016985;GO:0004553;GO:0006080,NA,NA,2.571165104,-1.50200248,0.45749804,-3.283079593,0.001026797,0.003956746,TRUE,0,2,5,10,4,2,1,9,12,7,15,22,0,0,0,2,1,0,2,0,5,2,0,1,2,2,4,2,3,3,2,5,4,5,4,1,0,0,0,1,5,2,2,0,4,5,0
SymbC1.scaffold5071.2,sp|Q2MI63|RK16_SOLLC,"50S ribosomal protein L16, chloroplastic OS=Solanum lycopersicum GN=rpl16 PE=3 SV=1",5.98E-37,GO:0009507;GO:0019843;GO:0022625;GO:0009536;GO:0003735;GO:0005840;GO:0030529;GO:0005622;GO:0006412,K02878,PF00252,126.322535,0.20218335,0.071618389,2.823064771,0.004756696,0.014963452,TRUE,94,72,105,130,107,69,142,129,253,218,296,258,157,81,75,232,145,132,274,270,125,251,261,68,130,58,106,125,251,96,117,162,133,191,145,157,38,52,114,106,244,48,90,45,165,272,82
SymbC1.scaffold5072.4,sp|Q70I53|HDAH_ALCSD,Histone deacetylase-like amidohydrolase OS=Alcaligenes sp. (strain DSM 11172) GN=hdaH PE=1 SV=3,2.59E-54,GO:0046872;GO:0016787,NA,PF00850,7.023830293,1.396096949,0.306488531,4.555136031,0.00000524,0.0000357,TRUE,1,5,3,5,3,2,7,4,12,5,9,13,7,3,1,10,2,4,8,12,3,14,9,4,12,6,5,7,26,12,5,2,7,5,4,10,6,2,11,3,23,5,1,6,19,21,10
SymbC1.scaffold5077.1,tr|A0A1Q9D232|A0A1Q9D232_SYMMI,Putative kinetochore protein NUF2 OS=Symbiodinium microadriaticum GN=NUF2 PE=4 SV=1,4.16E-92,GO:0000278;GO:0000775;GO:0003824,NA,NA,23.13136383,-0.980983895,0.164781481,-5.953241168,2.63E-09,3.31E-08,TRUE,20,25,36,46,39,28,59,51,87,64,113,72,14,14,7,28,17,16,51,29,31,38,47,8,15,13,16,11,20,5,24,30,9,18,15,23,5,7,19,28,44,9,14,13,11,25,8
SymbC1.scaffold5077.2,sp|Q5BK30|DAW1_RAT,Dynein assembly factor with WDR repeat domains 1 OS=Rattus norvegicus GN=Daw1 PE=2 SV=1,7.51E-12,GO:0042995;GO:0007507;GO:0005737;GO:0005929;GO:0007368,K19760,NA,37.88672309,-0.440522382,0.182829746,-2.409467777,0.015975807,0.042184448,TRUE,15,34,35,53,28,42,72,81,139,104,120,82,36,30,23,50,41,35,95,81,71,75,77,12,17,32,18,19,48,18,46,46,24,36,27,78,8,10,22,50,78,19,25,11,22,33,15
SymbC1.scaffold508.4,sp|Q9SRH6|HIR3_ARATH,Hypersensitive-induced response protein 3 OS=Arabidopsis thaliana GN=HIR3 PE=1 SV=1,6.18E-76,GO:0005773;GO:0005739;GO:0005886;GO:0005774;GO:0016020;GO:0009506;GO:0050832,NA,PF01145,20.21384337,2.540291762,0.221335509,11.47710902,1.72E-30,2.09E-28,TRUE,1,2,2,7,2,6,10,6,15,16,17,22,3,5,1,16,9,14,13,15,9,14,29,13,29,12,34,28,76,16,32,44,31,20,43,13,13,12,36,19,61,15,26,21,53,77,25
SymbC1.scaffold508.5,sp|Q4QQS3|OSCP1_RAT,Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1,4.91E-71,GO:1903955;GO:0009925;GO:0006810;GO:0005886;GO:0016020,NA,PF10188,41.60372735,-0.814568335,0.120967662,-6.733769353,1.65E-11,2.89E-10,TRUE,47,52,39,82,41,37,85,52,106,112,117,114,54,26,27,76,56,59,102,130,50,87,114,9,39,18,27,23,52,21,34,42,27,65,32,42,10,13,31,16,57,10,18,11,43,56,24
SymbC1.scaffold5081.5,tr|A0A1Q9DMR7|A0A1Q9DMR7_SYMMI,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Symbiodinium microadriaticum GN=SAMHD1 PE=4 SV=1,4.63E-12,GO:0016787,NA,NA,1.775612617,1.431391574,0.508086322,2.817221232,0.004844115,0.015203599,TRUE,2,0,1,1,3,2,1,1,4,0,3,0,1,0,0,1,0,1,3,1,1,0,1,1,5,0,1,2,4,1,0,3,0,2,3,3,3,0,2,3,7,0,4,1,5,2,2
SymbC1.scaffold5083.1,sp|Q8ICR0|CDPK2_PLAF7,Calcium-dependent protein kinase 2 OS=Plasmodium falciparum (isolate 3D7) GN=CPK2 PE=2 SV=3,3.93E-74,GO:0009931;GO:0004672;GO:0006468;GO:0004674;GO:0005737;GO:0016301;GO:0004683;GO:0046872;GO:0005516;GO:0016740;GO:0000166;GO:0035556;GO:0016310;GO:0005634;GO:0005524;GO:0018105;GO:0046777;GO:0005509,K13412,PF00069;PF13499,102.331544,-0.591640288,0.112500794,-5.258987645,0.000000145,0.00000134,TRUE,40,60,83,176,125,105,151,167,303,258,330,340,89,36,21,277,155,127,241,247,109,273,316,30,76,37,87,77,260,43,112,144,133,223,114,119,18,13,65,61,134,32,63,27,100,255,54
SymbC1.scaffold5084.1,sp|Q5PQA4|NB5R2_XENLA,NADH-cytochrome b5 reductase 2 OS=Xenopus laevis GN=cyb5r2 PE=2 SV=1,7.87E-22,GO:0006629;GO:0016021;GO:0004128;GO:0006694;GO:0016491;GO:0008202;GO:0055114;GO:0016020;GO:0016126,K00326,PF00173;PF00970,212.9424083,0.731685195,0.080308017,9.110985744,8.16E-20,3.82E-18,TRUE,84,98,140,190,127,87,237,201,289,303,380,352,228,138,136,362,271,237,494,459,227,438,478,134,286,104,167,164,454,118,232,365,256,324,221,329,49,113,149,244,532,122,156,129,214,499,144
SymbC1.scaffold5084.2,tr|A0A1Q9D7K4|A0A1Q9D7K4_SYMMI,NADH-cytochrome b5 reductase 2 OS=Symbiodinium microadriaticum GN=cyb5r2 PE=4 SV=1,7.11E-149,GO:0016020;GO:0016491;GO:0055114;GO:0020037;GO:0046872;GO:0016021,NA,PF08795,44.04065286,-0.856155881,0.140498721,-6.093691633,1.1E-09,1.46E-08,TRUE,27,45,52,78,65,61,50,69,204,111,117,144,54,26,20,112,64,59,87,97,45,83,131,11,26,9,23,19,81,22,37,39,51,84,41,36,8,12,35,26,69,18,20,7,35,89,29
SymbC1.scaffold5085.2,tr|A0A1Q9D8V4|A0A1Q9D8V4_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene26679 PE=4 SV=1,5.52E-37,NA,NA,NA,17.4431147,0.550823706,0.191863308,2.870917385,0.004092825,0.013180772,TRUE,3,16,11,19,16,14,25,18,28,32,33,28,9,13,7,22,14,8,20,29,11,20,24,8,17,1,12,18,41,25,24,30,19,20,29,17,4,15,16,16,34,8,12,27,22,43,9
SymbC1.scaffold5086.1,tr|A7WPZ1|A7WPZ1_KARVE,Putative uncharacterized protein OS=Karlodinium veneficum PE=2 SV=1,6.74E-16,NA,NA,NA,15.24817353,-0.528402818,0.183031913,-2.886943642,0.003890039,0.012606018,TRUE,13,12,20,22,19,10,25,21,40,45,47,35,22,6,8,32,17,18,43,21,20,36,53,4,9,8,9,9,25,6,20,13,9,22,11,11,7,2,10,8,25,3,10,15,12,28,7
SymbC1.scaffold5089.2,tr|A0A1Q9F0C5|A0A1Q9F0C5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene2947 PE=4 SV=1,1.87E-25,NA,NA,NA,25.46922363,-0.377595099,0.147411445,-2.561504636,0.010421985,0.029417361,TRUE,10,32,25,42,22,22,35,35,69,64,103,64,35,12,10,39,36,40,51,54,37,55,68,11,21,11,13,22,43,18,20,29,19,42,13,37,2,6,26,14,51,12,19,6,27,44,18
SymbC1.scaffold509.2,sp|F1QBY1|NIPLB_DANRE,Nipped-B-like protein B OS=Danio rerio GN=nipblb PE=2 SV=1,1.43E-26,GO:0003146;GO:0010468;GO:0035118;GO:0071733;GO:0003682;GO:0007417;GO:0060828;GO:0005634;GO:0048703;GO:0009303;GO:0007064;GO:0070050;GO:0048589;GO:0007049;GO:0048565;GO:0007507;GO:0006412,K06672,NA,87.04544405,-0.276700154,0.101685624,-2.721133455,0.006505849,0.019563715,TRUE,66,90,98,81,81,63,167,85,167,199,243,258,114,79,74,152,120,68,151,188,61,181,190,34,77,40,64,55,171,33,88,98,97,122,104,83,18,39,63,54,142,40,68,27,88,163,59
SymbC1.scaffold5091.1,tr|A0A1Q9DVP5|A0A1Q9DVP5_SYMMI;tr|G9E4B8|G9E4B8_9PHYC,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18226 PE=4 SV=1//description2:Putative uncharacterized protein OS=Emiliania huxleyi virus 201 GN=EPVG_00363 PE=4 SV=1,6.70E-11,GO:0016020;GO:0016021,NA,NA,44.51258397,-0.634277094,0.131015737,-4.841228284,0.00000129,0.00000997,TRUE,34,52,40,54,64,37,108,74,145,161,164,139,30,14,18,79,30,28,93,126,72,116,95,16,19,18,24,23,61,31,62,52,25,58,34,48,8,10,32,42,71,26,26,21,35,75,30
SymbC1.scaffold5092.1,sp|Q9ET30|TM9S3_MOUSE,Transmembrane 9 superfamily member 3 OS=Mus musculus GN=Tm9sf3 PE=1 SV=1,4.51E-125,GO:0016020;GO:0003674;GO:0016021;GO:0008150,K17087,PF02990,111.9170516,0.741441175,0.111815007,6.630963025,3.34E-11,5.59E-10,TRUE,44,48,95,101,65,60,145,127,196,182,234,183,83,67,50,151,97,73,202,182,125,187,175,45,133,62,100,94,247,68,124,214,130,126,154,139,44,49,101,178,331,91,102,40,152,268,82
SymbC1.scaffold5093.1,sp|Q86VS3|IQCH_HUMAN;sp|Q9D2K4|IQCH_MOUSE,description1:IQ domain-containing protein H OS=Homo sapiens GN=IQCH PE=2 SV=2//description2:IQ domain-containing protein H OS=Mus musculus GN=Iqch PE=2 SV=3,2.71E-25,GO:0008150;GO:0003674;GO:0005575,NA,NA,69.6154524,-0.487697362,0.097808451,-4.986249747,0.000000616,0.0000051,TRUE,52,42,71,93,81,60,121,93,200,180,224,237,66,47,31,131,97,85,158,158,86,124,176,18,61,36,50,61,121,33,57,77,46,125,82,89,14,18,46,42,123,25,27,35,66,140,48
SymbC1.scaffold5098.3,sp|A5D6V4|TM17B_DANRE,Transmembrane protein 17B OS=Danio rerio GN=Tmem17b PE=2 SV=1,2.02E-08,GO:0042995;GO:0060170;GO:0007224;GO:0005886;GO:0016021;GO:0036038;GO:0030030;GO:0060271;GO:0016020;GO:0005929;GO:0003674;GO:0035869,K19384,PF09799,164.5842447,0.454054195,0.108541487,4.183231764,0.0000287,0.000166,TRUE,148,121,110,120,104,108,246,150,291,307,333,320,163,121,109,195,114,112,275,288,175,272,257,108,151,102,102,123,249,113,248,253,113,172,175,230,69,94,118,168,370,98,119,122,197,282,121
SymbC1.scaffold5098.6,sp|Q12412|PNS1_YEAST,Protein PNS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PNS1 PE=1 SV=1,7.68E-20,GO:0006810;GO:0005886;GO:0016020;GO:0005887;GO:0003674;GO:0008150;GO:0016021,NA,PF04515,33.00114478,0.829340952,0.163112243,5.084480089,0.000000369,0.00000316,TRUE,18,10,12,18,26,21,30,23,63,42,59,61,9,10,7,39,31,22,46,51,20,53,43,30,37,35,41,45,99,29,32,63,53,44,57,34,9,5,33,37,61,29,31,13,54,114,26
SymbC1.scaffold51.1,sp|Q295P6|ADAL_DROPS,Adenosine deaminase-like protein OS=Drosophila pseudoobscura pseudoobscura GN=GA11319 PE=3 SV=2,3.52E-32,GO:0019239;GO:0009117;GO:0005575;GO:0016787;GO:0008150;GO:0003674;GO:0046872,K01488,PF00076;PF00145;PF00962,43.01010849,0.567555674,0.117426299,4.833292691,0.00000134,0.0000103,TRUE,12,20,26,48,30,36,47,39,80,76,96,114,39,20,11,64,35,37,89,95,37,70,95,28,26,20,38,34,93,38,56,57,43,49,64,54,18,19,55,48,109,25,31,15,62,107,43
SymbC1.scaffold51.2,tr|A0A1Q9E385|A0A1Q9E385_SYMMI,Cyclomaltodextrin glucanotransferase OS=Symbiodinium microadriaticum GN=cgt PE=4 SV=1,0.00E+00,GO:0016740;GO:0030246;GO:2001070,NA,NA,120.7331104,-0.214748511,0.07906758,-2.716012204,0.006607348,0.019838202,TRUE,79,94,112,148,136,98,184,122,302,281,328,339,144,74,42,256,140,121,219,319,100,269,293,56,99,40,101,98,257,83,137,127,142,193,125,109,28,37,106,87,191,39,73,51,150,302,93
